movieId = 1
min support - 0.1
min confidence - 0.8
max length - 3.0
{2} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{590, 608} -> {1} (conf: 1.000, supp: 0.119, lift: 1.000, conv: 0.000)
{590, 858} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{590, 1036} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{590, 1097} -> {1} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{590, 1196} -> {1} (conf: 1.000, supp: 0.134, lift: 1.000, conv: 0.000)
{590, 1197} -> {1} (conf: 1.000, supp: 0.107, lift: 1.000, conv: 0.000)
{590, 1198} -> {1} (conf: 1.000, supp: 0.142, lift: 1.000, conv: 0.000)
{590, 1210} -> {1} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{590, 1240} -> {1} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{590, 1265} -> {1} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{590, 1270} -> {1} (conf: 1.000, supp: 0.126, lift: 1.000, conv: 0.000)
{590, 1291} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{590, 2028} -> {1} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{590, 2571} -> {1} (conf: 1.000, supp: 0.121, lift: 1.000, conv: 0.000)
{590, 2762} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{590, 2858} -> {1} (conf: 1.000, supp: 0.100, lift: 1.000, conv: 0.000)
{592, 593} -> {1} (conf: 1.000, supp: 0.153, lift: 1.000, conv: 0.000)
{592, 608} -> {1} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{592, 858} -> {1} (conf: 1.000, supp: 0.106, lift: 1.000, conv: 0.000)
{592, 1036} -> {1} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{592, 1097} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{592, 1136} -> {1} (conf: 1.000, supp: 0.107, lift: 1.000, conv: 0.000)
{592, 1196} -> {1} (conf: 1.000, supp: 0.152, lift: 1.000, conv: 0.000)
{592, 1197} -> {1} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{592, 1198} -> {1} (conf: 1.000, supp: 0.152, lift: 1.000, conv: 0.000)
{592, 1200} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{592, 1210} -> {1} (conf: 1.000, supp: 0.141, lift: 1.000, conv: 0.000)
{592, 1214} -> {1} (conf: 1.000, supp: 0.106, lift: 1.000, conv: 0.000)
{592, 1240} -> {1} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{592, 1265} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{592, 1270} -> {1} (conf: 1.000, supp: 0.136, lift: 1.000, conv: 0.000)
{592, 1291} -> {1} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{592, 2028} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{592, 2571} -> {1} (conf: 1.000, supp: 0.133, lift: 1.000, conv: 0.000)
{592, 2716} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{592, 2762} -> {1} (conf: 1.000, supp: 0.106, lift: 1.000, conv: 0.000)
{592, 2858} -> {1} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{593, 595} -> {1} (conf: 1.000, supp: 0.156, lift: 1.000, conv: 0.000)
{593, 608} -> {1} (conf: 1.000, supp: 0.241, lift: 1.000, conv: 0.000)
{593, 648} -> {1} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{593, 733} -> {1} (conf: 1.000, supp: 0.122, lift: 1.000, conv: 0.000)
{593, 750} -> {1} (conf: 1.000, supp: 0.132, lift: 1.000, conv: 0.000)
{593, 778} -> {1} (conf: 1.000, supp: 0.128, lift: 1.000, conv: 0.000)
{593, 780} -> {1} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{593, 858} -> {1} (conf: 1.000, supp: 0.226, lift: 1.000, conv: 0.000)
{593, 904} -> {1} (conf: 1.000, supp: 0.118, lift: 1.000, conv: 0.000)
{593, 908} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{593, 912} -> {1} (conf: 1.000, supp: 0.139, lift: 1.000, conv: 0.000)
{593, 919} -> {1} (conf: 1.000, supp: 0.149, lift: 1.000, conv: 0.000)
{593, 923} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{593, 924} -> {1} (conf: 1.000, supp: 0.131, lift: 1.000, conv: 0.000)
{593, 1036} -> {1} (conf: 1.000, supp: 0.193, lift: 1.000, conv: 0.000)
{593, 1073} -> {1} (conf: 1.000, supp: 0.135, lift: 1.000, conv: 0.000)
{593, 1079} -> {1} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{593, 1080} -> {1} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{593, 1089} -> {1} (conf: 1.000, supp: 0.175, lift: 1.000, conv: 0.000)
{593, 1090} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{593, 1097} -> {1} (conf: 1.000, supp: 0.184, lift: 1.000, conv: 0.000)
{593, 1136} -> {1} (conf: 1.000, supp: 0.200, lift: 1.000, conv: 0.000)
{593, 1148} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{593, 1193} -> {1} (conf: 1.000, supp: 0.182, lift: 1.000, conv: 0.000)
{593, 1196} -> {1} (conf: 1.000, supp: 0.263, lift: 1.000, conv: 0.000)
{593, 1197} -> {1} (conf: 1.000, supp: 0.197, lift: 1.000, conv: 0.000)
{593, 1198} -> {1} (conf: 1.000, supp: 0.269, lift: 1.000, conv: 0.000)
{593, 1200} -> {1} (conf: 1.000, supp: 0.176, lift: 1.000, conv: 0.000)
{593, 1206} -> {1} (conf: 1.000, supp: 0.137, lift: 1.000, conv: 0.000)
{593, 1208} -> {1} (conf: 1.000, supp: 0.138, lift: 1.000, conv: 0.000)
{593, 1210} -> {1} (conf: 1.000, supp: 0.235, lift: 1.000, conv: 0.000)
{593, 1213} -> {1} (conf: 1.000, supp: 0.177, lift: 1.000, conv: 0.000)
{593, 1214} -> {1} (conf: 1.000, supp: 0.192, lift: 1.000, conv: 0.000)
{593, 1219} -> {1} (conf: 1.000, supp: 0.133, lift: 1.000, conv: 0.000)
{593, 1220} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{593, 1221} -> {1} (conf: 1.000, supp: 0.163, lift: 1.000, conv: 0.000)
{593, 1222} -> {1} (conf: 1.000, supp: 0.135, lift: 1.000, conv: 0.000)
{593, 1225} -> {1} (conf: 1.000, supp: 0.131, lift: 1.000, conv: 0.000)
{593, 1234} -> {1} (conf: 1.000, supp: 0.106, lift: 1.000, conv: 0.000)
{593, 1240} -> {1} (conf: 1.000, supp: 0.197, lift: 1.000, conv: 0.000)
{593, 1246} -> {1} (conf: 1.000, supp: 0.123, lift: 1.000, conv: 0.000)
{593, 1247} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{593, 1258} -> {1} (conf: 1.000, supp: 0.147, lift: 1.000, conv: 0.000)
{593, 1259} -> {1} (conf: 1.000, supp: 0.145, lift: 1.000, conv: 0.000)
{593, 1265} -> {1} (conf: 1.000, supp: 0.193, lift: 1.000, conv: 0.000)
{593, 1266} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{593, 1270} -> {1} (conf: 1.000, supp: 0.236, lift: 1.000, conv: 0.000)
{593, 1278} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{593, 1288} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{593, 1291} -> {1} (conf: 1.000, supp: 0.193, lift: 1.000, conv: 0.000)
{593, 1307} -> {1} (conf: 1.000, supp: 0.131, lift: 1.000, conv: 0.000)
{593, 1387} -> {1} (conf: 1.000, supp: 0.144, lift: 1.000, conv: 0.000)
{593, 1393} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{593, 1394} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{593, 1527} -> {1} (conf: 1.000, supp: 0.125, lift: 1.000, conv: 0.000)
{593, 1580} -> {1} (conf: 1.000, supp: 0.153, lift: 1.000, conv: 0.000)
{593, 1610} -> {1} (conf: 1.000, supp: 0.125, lift: 1.000, conv: 0.000)
{593, 1617} -> {1} (conf: 1.000, supp: 0.167, lift: 1.000, conv: 0.000)
{593, 1682} -> {1} (conf: 1.000, supp: 0.136, lift: 1.000, conv: 0.000)
{593, 1704} -> {1} (conf: 1.000, supp: 0.177, lift: 1.000, conv: 0.000)
{593, 1721} -> {1} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{593, 1732} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{593, 1784} -> {1} (conf: 1.000, supp: 0.125, lift: 1.000, conv: 0.000)
{593, 1923} -> {1} (conf: 1.000, supp: 0.118, lift: 1.000, conv: 0.000)
{593, 1961} -> {1} (conf: 1.000, supp: 0.145, lift: 1.000, conv: 0.000)
{593, 1968} -> {1} (conf: 1.000, supp: 0.118, lift: 1.000, conv: 0.000)
{593, 2028} -> {1} (conf: 1.000, supp: 0.213, lift: 1.000, conv: 0.000)
{593, 2115} -> {1} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{593, 2194} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{593, 2291} -> {1} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{593, 2324} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{593, 2329} -> {1} (conf: 1.000, supp: 0.130, lift: 1.000, conv: 0.000)
{593, 2355} -> {1} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{593, 2396} -> {1} (conf: 1.000, supp: 0.122, lift: 1.000, conv: 0.000)
{593, 2502} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{593, 2571} -> {1} (conf: 1.000, supp: 0.257, lift: 1.000, conv: 0.000)
{593, 2716} -> {1} (conf: 1.000, supp: 0.159, lift: 1.000, conv: 0.000)
{593, 2762} -> {1} (conf: 1.000, supp: 0.228, lift: 1.000, conv: 0.000)
{593, 2791} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{593, 2797} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{593, 2858} -> {1} (conf: 1.000, supp: 0.225, lift: 1.000, conv: 0.000)
{593, 2918} -> {1} (conf: 1.000, supp: 0.145, lift: 1.000, conv: 0.000)
{593, 2959} -> {1} (conf: 1.000, supp: 0.198, lift: 1.000, conv: 0.000)
{593, 2987} -> {1} (conf: 1.000, supp: 0.107, lift: 1.000, conv: 0.000)
{593, 2997} -> {1} (conf: 1.000, supp: 0.143, lift: 1.000, conv: 0.000)
{593, 3114} -> {1} (conf: 1.000, supp: 0.174, lift: 1.000, conv: 0.000)
{593, 3147} -> {1} (conf: 1.000, supp: 0.131, lift: 1.000, conv: 0.000)
{593, 3578} -> {1} (conf: 1.000, supp: 0.164, lift: 1.000, conv: 0.000)
{593, 3793} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{593, 3996} -> {1} (conf: 1.000, supp: 0.133, lift: 1.000, conv: 0.000)
{593, 4027} -> {1} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{593, 4226} -> {1} (conf: 1.000, supp: 0.170, lift: 1.000, conv: 0.000)
{593, 4306} -> {1} (conf: 1.000, supp: 0.167, lift: 1.000, conv: 0.000)
{593, 4886} -> {1} (conf: 1.000, supp: 0.144, lift: 1.000, conv: 0.000)
{593, 4963} -> {1} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{593, 4973} -> {1} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{593, 4993} -> {1} (conf: 1.000, supp: 0.188, lift: 1.000, conv: 0.000)
{593, 4995} -> {1} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{593, 5349} -> {1} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{593, 5418} -> {1} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{593, 5445} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{593, 5952} -> {1} (conf: 1.000, supp: 0.168, lift: 1.000, conv: 0.000)
{593, 6377} -> {1} (conf: 1.000, supp: 0.139, lift: 1.000, conv: 0.000)
{593, 6539} -> {1} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{593, 6874} -> {1} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{593, 7153} -> {1} (conf: 1.000, supp: 0.156, lift: 1.000, conv: 0.000)
{593, 7361} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{593, 8961} -> {1} (conf: 1.000, supp: 0.118, lift: 1.000, conv: 0.000)
{593, 33794} -> {1} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{595, 608} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{595, 919} -> {1} (conf: 1.000, supp: 0.107, lift: 1.000, conv: 0.000)
{595, 1097} -> {1} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{595, 1136} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{595, 1196} -> {1} (conf: 1.000, supp: 0.141, lift: 1.000, conv: 0.000)
{595, 1197} -> {1} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{595, 1198} -> {1} (conf: 1.000, supp: 0.140, lift: 1.000, conv: 0.000)
{595, 1210} -> {1} (conf: 1.000, supp: 0.131, lift: 1.000, conv: 0.000)
{595, 1265} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{595, 1270} -> {1} (conf: 1.000, supp: 0.136, lift: 1.000, conv: 0.000)
{595, 1291} -> {1} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{595, 2571} -> {1} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{595, 2762} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{595, 3114} -> {1} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{595, 4306} -> {1} (conf: 1.000, supp: 0.100, lift: 1.000, conv: 0.000)
{608, 750} -> {1} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{608, 778} -> {1} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{608, 858} -> {1} (conf: 1.000, supp: 0.200, lift: 1.000, conv: 0.000)
{608, 904} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{608, 912} -> {1} (conf: 1.000, supp: 0.126, lift: 1.000, conv: 0.000)
{608, 919} -> {1} (conf: 1.000, supp: 0.126, lift: 1.000, conv: 0.000)
{608, 923} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{608, 924} -> {1} (conf: 1.000, supp: 0.120, lift: 1.000, conv: 0.000)
{608, 1036} -> {1} (conf: 1.000, supp: 0.143, lift: 1.000, conv: 0.000)
{608, 1073} -> {1} (conf: 1.000, supp: 0.128, lift: 1.000, conv: 0.000)
{608, 1079} -> {1} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{608, 1080} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{608, 1089} -> {1} (conf: 1.000, supp: 0.153, lift: 1.000, conv: 0.000)
{608, 1097} -> {1} (conf: 1.000, supp: 0.142, lift: 1.000, conv: 0.000)
{608, 1136} -> {1} (conf: 1.000, supp: 0.167, lift: 1.000, conv: 0.000)
{608, 1193} -> {1} (conf: 1.000, supp: 0.156, lift: 1.000, conv: 0.000)
{608, 1196} -> {1} (conf: 1.000, supp: 0.202, lift: 1.000, conv: 0.000)
{608, 1197} -> {1} (conf: 1.000, supp: 0.161, lift: 1.000, conv: 0.000)
{608, 1198} -> {1} (conf: 1.000, supp: 0.208, lift: 1.000, conv: 0.000)
{608, 1200} -> {1} (conf: 1.000, supp: 0.136, lift: 1.000, conv: 0.000)
{608, 1206} -> {1} (conf: 1.000, supp: 0.119, lift: 1.000, conv: 0.000)
{608, 1208} -> {1} (conf: 1.000, supp: 0.125, lift: 1.000, conv: 0.000)
{608, 1210} -> {1} (conf: 1.000, supp: 0.187, lift: 1.000, conv: 0.000)
{608, 1213} -> {1} (conf: 1.000, supp: 0.154, lift: 1.000, conv: 0.000)
{608, 1214} -> {1} (conf: 1.000, supp: 0.153, lift: 1.000, conv: 0.000)
{608, 1219} -> {1} (conf: 1.000, supp: 0.117, lift: 1.000, conv: 0.000)
{608, 1221} -> {1} (conf: 1.000, supp: 0.137, lift: 1.000, conv: 0.000)
{608, 1222} -> {1} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{608, 1225} -> {1} (conf: 1.000, supp: 0.118, lift: 1.000, conv: 0.000)
{608, 1240} -> {1} (conf: 1.000, supp: 0.152, lift: 1.000, conv: 0.000)
{608, 1247} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{608, 1258} -> {1} (conf: 1.000, supp: 0.117, lift: 1.000, conv: 0.000)
{608, 1259} -> {1} (conf: 1.000, supp: 0.122, lift: 1.000, conv: 0.000)
{608, 1265} -> {1} (conf: 1.000, supp: 0.164, lift: 1.000, conv: 0.000)
{608, 1270} -> {1} (conf: 1.000, supp: 0.179, lift: 1.000, conv: 0.000)
{608, 1288} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{608, 1291} -> {1} (conf: 1.000, supp: 0.142, lift: 1.000, conv: 0.000)
{608, 1307} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{608, 1387} -> {1} (conf: 1.000, supp: 0.118, lift: 1.000, conv: 0.000)
{608, 1394} -> {1} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{608, 1580} -> {1} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{608, 1617} -> {1} (conf: 1.000, supp: 0.157, lift: 1.000, conv: 0.000)
{608, 1682} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{608, 1704} -> {1} (conf: 1.000, supp: 0.138, lift: 1.000, conv: 0.000)
{608, 1732} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{608, 1784} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{608, 1961} -> {1} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{608, 2028} -> {1} (conf: 1.000, supp: 0.162, lift: 1.000, conv: 0.000)
{608, 2396} -> {1} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{608, 2571} -> {1} (conf: 1.000, supp: 0.185, lift: 1.000, conv: 0.000)
{608, 2716} -> {1} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{608, 2762} -> {1} (conf: 1.000, supp: 0.166, lift: 1.000, conv: 0.000)
{608, 2858} -> {1} (conf: 1.000, supp: 0.186, lift: 1.000, conv: 0.000)
{608, 2918} -> {1} (conf: 1.000, supp: 0.119, lift: 1.000, conv: 0.000)
{608, 2959} -> {1} (conf: 1.000, supp: 0.143, lift: 1.000, conv: 0.000)
{608, 2997} -> {1} (conf: 1.000, supp: 0.136, lift: 1.000, conv: 0.000)
{608, 3114} -> {1} (conf: 1.000, supp: 0.135, lift: 1.000, conv: 0.000)
{608, 3578} -> {1} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{608, 3996} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{608, 4027} -> {1} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{608, 4226} -> {1} (conf: 1.000, supp: 0.133, lift: 1.000, conv: 0.000)
{608, 4306} -> {1} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{608, 4886} -> {1} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{608, 4993} -> {1} (conf: 1.000, supp: 0.131, lift: 1.000, conv: 0.000)
{608, 5952} -> {1} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{608, 7153} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{648, 733} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{648, 780} -> {1} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{648, 1196} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{648, 1198} -> {1} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{648, 1210} -> {1} (conf: 1.000, supp: 0.120, lift: 1.000, conv: 0.000)
{648, 1270} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{648, 2571} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{733, 780} -> {1} (conf: 1.000, supp: 0.122, lift: 1.000, conv: 0.000)
{733, 1036} -> {1} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{733, 1196} -> {1} (conf: 1.000, supp: 0.120, lift: 1.000, conv: 0.000)
{733, 1198} -> {1} (conf: 1.000, supp: 0.119, lift: 1.000, conv: 0.000)
{733, 1210} -> {1} (conf: 1.000, supp: 0.135, lift: 1.000, conv: 0.000)
{733, 1270} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{733, 1291} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{733, 2571} -> {1} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{745, 1148} -> {1} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{1, 745} -> {1148} (conf: 0.813, supp: 0.124, lift: 4.582, conv: 4.408)
{745} -> {1, 1148} (conf: 0.813, supp: 0.124, lift: 4.582, conv: 4.408)
{750, 858} -> {1} (conf: 1.000, supp: 0.129, lift: 1.000, conv: 0.000)
{750, 912} -> {1} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{750, 924} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{750, 1136} -> {1} (conf: 1.000, supp: 0.130, lift: 1.000, conv: 0.000)
{750, 1193} -> {1} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{750, 1196} -> {1} (conf: 1.000, supp: 0.142, lift: 1.000, conv: 0.000)
{750, 1197} -> {1} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{750, 1198} -> {1} (conf: 1.000, supp: 0.141, lift: 1.000, conv: 0.000)
{750, 1206} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{750, 1208} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{750, 1210} -> {1} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{750, 1214} -> {1} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{750, 1240} -> {1} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{750, 1265} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{750, 1270} -> {1} (conf: 1.000, supp: 0.121, lift: 1.000, conv: 0.000)
{750, 2571} -> {1} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{750, 2858} -> {1} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{778, 858} -> {1} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{778, 1089} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{778, 1136} -> {1} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{778, 1196} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{778, 1198} -> {1} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{778, 1210} -> {1} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{778, 2571} -> {1} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{778, 2858} -> {1} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{778, 2959} -> {1} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{780, 1036} -> {1} (conf: 1.000, supp: 0.100, lift: 1.000, conv: 0.000)
{780, 1196} -> {1} (conf: 1.000, supp: 0.135, lift: 1.000, conv: 0.000)
{780, 1198} -> {1} (conf: 1.000, supp: 0.131, lift: 1.000, conv: 0.000)
{780, 1210} -> {1} (conf: 1.000, supp: 0.154, lift: 1.000, conv: 0.000)
{780, 1270} -> {1} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{780, 1291} -> {1} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{780, 1580} -> {1} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{780, 2571} -> {1} (conf: 1.000, supp: 0.130, lift: 1.000, conv: 0.000)
{858, 904} -> {1} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{858, 912} -> {1} (conf: 1.000, supp: 0.137, lift: 1.000, conv: 0.000)
{858, 919} -> {1} (conf: 1.000, supp: 0.129, lift: 1.000, conv: 0.000)
{858, 923} -> {1} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{858, 924} -> {1} (conf: 1.000, supp: 0.123, lift: 1.000, conv: 0.000)
{858, 1036} -> {1} (conf: 1.000, supp: 0.156, lift: 1.000, conv: 0.000)
{858, 1073} -> {1} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{858, 1079} -> {1} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{858, 1080} -> {1} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{858, 1089} -> {1} (conf: 1.000, supp: 0.151, lift: 1.000, conv: 0.000)
{858, 1097} -> {1} (conf: 1.000, supp: 0.149, lift: 1.000, conv: 0.000)
{858, 1136} -> {1} (conf: 1.000, supp: 0.173, lift: 1.000, conv: 0.000)
{858, 1193} -> {1} (conf: 1.000, supp: 0.168, lift: 1.000, conv: 0.000)
{858, 1196} -> {1} (conf: 1.000, supp: 0.220, lift: 1.000, conv: 0.000)
{858, 1197} -> {1} (conf: 1.000, supp: 0.158, lift: 1.000, conv: 0.000)
{858, 1198} -> {1} (conf: 1.000, supp: 0.225, lift: 1.000, conv: 0.000)
{858, 1200} -> {1} (conf: 1.000, supp: 0.143, lift: 1.000, conv: 0.000)
{858, 1206} -> {1} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{858, 1208} -> {1} (conf: 1.000, supp: 0.136, lift: 1.000, conv: 0.000)
{858, 1210} -> {1} (conf: 1.000, supp: 0.201, lift: 1.000, conv: 0.000)
{858, 1213} -> {1} (conf: 1.000, supp: 0.169, lift: 1.000, conv: 0.000)
{858, 1214} -> {1} (conf: 1.000, supp: 0.164, lift: 1.000, conv: 0.000)
{858, 1219} -> {1} (conf: 1.000, supp: 0.121, lift: 1.000, conv: 0.000)
{858, 1221} -> {1} (conf: 1.000, supp: 0.208, lift: 1.000, conv: 0.000)
